Node,Adjacent nodes
2134051999,"[2134052000, 913223658]"
441987057,"[441987209, 441987048, 441987054, 441987216, 441987225]"
441987065,[441987057]
441987159,"[441987053, 441987215, 441987081]"
441987158,[441987159]
2942998815,"[1684189065, 298746623, 2942998805]"
2942998805,"[2942998812, 2144956499, 2942998815]"
2144956499,"[2942998805, 1500186489]"
1902790993,[2144958942]
567190396,"[567194790, 567190401, 434424991]"
567194791,"[567194785, 567194790, 567194788]"
567194788,"[567194791, 567194784, 567194789]"
434424991,"[567194787, 567194789]"
434424990,"[567190388, 434424991, 434424993]"
345796511,"[345794407, 345794417, 1278937182, 345796326, 345794404]"
345794407,"[345796511, 345794555, 1278937181]"
2420884529,"[345796309, 345796311]"
2145287630,"[567203743, 567201641]"
567193508,"[567203687, 567193482, 567193510]"
567203681,"[567203687, 567203701, 567203683]"
2145287633,"[567201634, 567201640]"
2145308939,"[567203726, 567203727, 567193510]"
2422533919,"[2422533913, 567194089, 567194090]"
345793776,"[2145354390, 345796389, 2145354388]"
2145354387,"[345793780, 345796389, 2145354388]"
2145354388,"[2145354387, 2145354393, 345793776]"
2145354389,"[345793719, 2163600093, 345796389, 2145354390]"
2145354390,"[345793776, 345793746, 2145354389]"
345793769,"[345793853, 2145354393]"
2145354392,"[345793853, 345793780, 2145354393]"
2145354393,"[2145354392, 345793769, 2145354388]"
2145354398,"[4773164649, 345793749, 345793757]"
2145646902,[2145646751]
295164413,"[295164410, 295155250]"
2149959946,[2149960921]
295173379,"[295174569, 297523115, 297523183, 451953120]"
582608870,"[2780956495, 1814441234]"
2780956495,"[582608870, 1692425007]"
295173532,"[295173526, 295173612]"
2809188034,[295173532]
567196784,"[567196781, 567196852, 567196860]"
567196846,[567196784]
2155711421,"[567193581, 567199478, 567199479]"
2155763494,"[567199476, 567199517]"
567199514,"[567199516, 567199532]"
578069026,"[578069017, 578069035, 578069028, 296602972, 578069020]"
441992010,"[441991990, 441992009, 441991979, 441992027]"
441992018,"[441992129, 441992019, 441991984]"
441992028,"[441992131, 441992029, 441992019]"
441992023,"[441992133, 441992029, 441992036]"
441992036,"[441992134, 441991983, 441992023]"
441991990,"[441992037, 441992013, 3445461566, 441992044]"
441992020,"[441992021, 3445461566, 2160751113]"
441992016,"[441992021, 2160757064, 441992017]"
441992026,"[441992025, 2160757066, 441992017]"
441991970,"[441991978, 441991981, 441991979]"
441992014,"[441992012, 441992010, 441992027]"
3908613258,"[1092838692, 3908612152, 298864484]"
1500186489,"[566502328, 566502331, 2144956499, 3735850826]"
345795345,"[345793773, 2163600093, 345793912, 2145354389]"
345795351,"[345793793, 345793806, 345795001]"
345796269,"[345796249, 2163602597, 345794118]"
2165070214,[2165070212]
2165070212,"[2931348525, 973486180]"
2165070222,[2165070227]
2165070240,[2165070233]
2165070249,[2165070254]
2165070264,[2165070260]
296079414,"[296079416, 616967460, 296079415]"
975850272,"[975850271, 975850278, 975850274]"
975850278,"[975850275, 975850272, 975850278]"
975850274,"[975850270, 975850272, 975850275]"
298864496,"[298864493, 298864461, 298864482]"
1092697957,[1092698006]
529498487,"[1133793057, 529498488]"
2181418711,"[2643555764, 2097131456, 2181418732]"
2097131456,"[2181418711, 2181418732]"
1060223507,"[297103136, 539429023]"
2187321783,"[298340597, 298340567, 441989574]"
298340597,"[441988703, 441988707, 298340567]"
441702796,"[441702846, 1888914535, 441702828, 441702787]"
1888914535,"[1888914625, 1888914530, 441702796]"
441702805,[441702796]
441702846,"[1888914625, 441702845, 441702796, 441703509]"
1888914625,"[441702846, 1888914535, 441702849]"
441702848,[441702846]
441703516,"[368216538, 441703581, 441703509, 1888914629]"
1888914629,"[441703516, 1888914621, 441702849]"
441702850,[441703516]
1888914580,"[1888914537, 1888914621, 441702878]"
441702901,[441702878]
441703291,"[441703450, 441703010, 441703000]"
1301552849,"[4733996177, 1301552843]"
2188227206,"[2188227204, 1980979916]"
4778849383,"[4778849364, 4778849366, 4061307711, 1943696449]"
4061307711,"[4061307713, 4778849383]"
2188405469,[4778849383]
2190054816,[295193401]
1999164952,"[4428753043, 5101766012, 2191602464, 1913307887, 4552084315]"
2947657791,"[4428753043, 2191602464, 2947657832]"
4428753043,"[4053784015, 592312284, 2947657791, 3598742647]"
366980854,[1051495483]
2231887580,"[550412576, 296454128]"
3190567467,"[3190567467, 1067794641]"
2251047805,[392014699]
295174152,"[295174159, 295174161]"
2261418051,[2261418058]
2261528994,[345796296]
1143968347,[1143968307]
2262766543,"[2262766549, 4686037656, 441988576, 2262766544]"
2262766544,"[2262766543, 2262766545, 2262766544]"
2262766545,"[2262766545, 2262766544, 2262766546]"
2262766546,"[2262766545, 2262766546, 2262766547]"
2262766547,"[2262766548, 2262766546, 2262766547]"
2262766548,"[2262766549, 2262766548, 2262766547]"
2262766549,"[2262766549, 2262766548]"
2262766550,[2262766543]
2262766552,[2262766544]
2262766553,[2262766545]
2262766554,[2262766546]
2262766555,[2262766547]
2262766556,[2262766548]
2262766557,[2262766549]
5051770781,"[297655457, 560173130]"
2263301851,"[2668271329, 1834140920]"
2668271329,"[2263301851, 583541148]"
2264214301,"[2264214309, 441702972, 441702973, 2264214292]"
441702952,[441702970]
441703332,"[441703325, 441703315, 441703318]"
2264214329,"[441703450, 441703299, 2264214328]"
347123019,"[441703428, 368216524]"
441703051,"[368216533, 441703013, 441703313]"
1309736191,"[441703137, 441702938, 441703187]"
441703359,"[441703403, 441703352, 441703449]"
2263301427,"[2263301431, 4614145852]"
2264894118,"[295167745, 295162316, 3832528396]"
2264894227,"[2264894229, 2974167395, 2264894193, 295155856]"
4238773285,"[824762145, 824761945, 822909823]"
3152912569,"[3152918522, 832793162, 832793111]"
3152918522,"[3152920205, 3152912569, 3152912572, 3152951073]"
3152951073,"[3152925627, 3152945832, 3152918522]"
3152945832,"[3152925632, 3152945083, 3152945840, 3152951073]"
3152945083,"[3152945832, 3152942466, 3152945086]"
3152942466,"[3152942467, 3152945083, 3152942461, 3152925624]"
3152925624,"[3152942466, 3152933950, 3152925625, 1640590370]"
3152933952,"[3152933950, 3152939560, 3152925625, 1640590370]"
3152939560,"[3152942467, 3152933952, 3152942461, 3152945091]"
3152945091,"[3152945086, 3152945839, 3152939560, 3152945082]"
3152945839,"[3152945840, 3152951067, 3152945091, 3152925632]"
3152951067,"[3152925627, 3152920205, 3152945839, 3152951068]"
3152920205,"[3152951067, 3152925635, 3152947721, 3152918529]"
3152918529,"[3152920205, 654205820, 3152918523, 3152912569]"
841883913,[369633372]
1970015957,"[577008766, 348212866]"
2268113010,[585224046]
2268113007,[585224049]
2097131203,"[4071847309, 973486537, 2097131248]"
2181418723,[2097131203]
2271665776,"[2264894131, 2264894129, 2271665775]"
2271665678,"[2271665687, 2271665680, 571366700, 448268639]"
2713720708,"[2271992350, 2271992353]"
3226181190,"[365880104, 2271665775]"
2271665710,"[295167684, 296780208, 2285351963, 2271665724]"
4565190833,"[2271665734, 4565232822, 2271665745, 4565190832]"
2271665681,"[2271665698, 2285351963, 295165846, 2271665680, 2645412283]"
2271665698,"[295167677, 295169804, 2285351963, 2271665681]"
2285351963,"[2271992387, 2271665698, 2271665710]"
295165412,"[567071612, 295165552, 295165415]"
4195133749,"[2271992387, 295169804]"
1822511713,"[414790505, 5188847439]"
2493814563,"[295168585, 1163903383, 2493814564, 367450316]"
295179268,"[296654589, 296654614, 296654598]"
295191578,"[295196792, 295191590, 296707807]"
578438485,"[295191849, 295191900, 578438488, 1434784980]"
578438492,[295191900]
2294282513,[2294282510]
4614145849,"[1851819722, 484796426]"
2263301749,"[2263301753, 2263301742, 1945574307, 1945574305]"
345796350,"[345796348, 345793908, 1300535144, 345796354]"
1530652886,"[295756507, 345796272]"
3760567304,"[1556926868, 1556926873]"
1556926781,"[1556926773, 450192323, 3760567295, 1556926799]"
1494348899,"[1494348906, 1494348894, 1494348900]"
1494348907,[1494348899]
295170463,[295170461]
1556926882,"[1556926887, 1556926873]"
1420037123,"[412497148, 414156207, 1513079177, 414156024]"
1494348900,"[1494348902, 1494348899, 1494348892]"
295172306,[295172357]
295172512,[295172466]
295173019,[295173016]
1974083161,"[1974083196, 1974083164]"
4815475777,[4815559489]
4815559489,"[506159399, 2645412289]"
2321191836,"[921869069, 2321191812]"
921869069,"[2321191836, 724895311]"
295179066,"[295179065, 1446974890]"
2322495627,[295179066]
2322495625,[295179065]
2322537939,[344426550]
2322565937,[2322565938]
1081441074,[295195196]
591841767,"[591876530, 591876499, 591876509]"
646579153,"[672078554, 672078556]"
4565190831,"[296780239, 4565190829, 4683453570, 4565190832]"
4683453570,"[4565190831, 296780243]"
343617475,"[343617464, 343617487]"
343617464,"[343617475, 343617471]"
2360042497,"[295154574, 1813440537]"
295154574,"[5087780076, 1805734912, 2715383702, 2360042497]"
529804669,"[2401150527, 1813440537]"
1813440537,"[529804669, 2360042497]"
2715383702,"[295154574, 2022764260]"
436409235,"[436409330, 2361283992]"
436409330,"[436409235, 339012014]"
295181651,"[553316046, 2361394898, 553316033, 945017533]"
553316033,"[297713289, 2361394898, 295181651]"
2361394893,"[475380758, 412408351]"
2361394894,"[295173374, 507068238]"
2361394892,"[295170037, 295170001]"
3799398526,"[295154762, 1805024473]"
4647958271,"[1985628618, 1620916697]"
2974167394,"[2361637291, 1237047724]"
2361637291,"[295155891, 2974167394]"
600393787,"[2160713665, 297106826]"
1556856476,"[1556856465, 295155127]"
2362746682,"[295154619, 1813452337]"
2364334590,"[1556900189, 3116547483]"
1556900189,"[2364334590, 1804758085]"
1166195591,"[506459087, 1202853948]"
2368331518,"[297713279, 297108536]"
295170192,"[583343627, 297106789, 344558707, 4565190843]"
2645187672,"[583343627, 297106815]"
2715383765,"[2715383765, 1908000300]"
2373991707,"[295155351, 2373991704]"
2373991709,"[295155472, 3218755813]"
1174963959,"[1174963918, 3752546577, 1174963944]"
5064577684,"[295155337, 295167969]"
3752546579,"[296654607, 295167969]"
2694478773,"[295155380, 295155369]"
4655305995,"[1620916689, 2013503958]"
295155132,"[3204398997, 3760382873]"
3760382873,"[2374532713, 295155132]"
2374532730,"[2641794288, 296654612]"
2374532713,"[295178804, 3760382873]"
3204398998,"[295179063, 295168727]"
2013503956,"[295155472, 2374532732, 2013503954, 295169600]"
1237047734,"[295182178, 2374532733]"
4373495623,"[295155102, 295179137]"
4373495622,"[295179118, 295179122]"
295155109,"[295179099, 295179118]"
295174722,"[1427428759, 1992078692, 475372933, 295170040]"
1427428759,"[295170037, 295170040]"
297205920,"[3224859650, 297205935, 370369877, 370369863, 2412111006]"
3224859646,"[296577589, 338789734]"
2374542399,"[295163506, 2374542398]"
2374542398,"[295171497, 2374542399]"
2374844363,[2374844361]
2375056940,[295176178]
295176178,"[1558818491, 295192254, 2643555750, 295189625, 295176155]"
4683453573,"[1620916689, 2379960544]"
1329561659,[633516381]
633516381,[633516382]
2383864530,"[2383864524, 507403060, 4625235854]"
5281905587,"[295193216, 434786119, 295191548, 295193264]"
2486343897,"[2400260766, 435702682]"
2400260766,"[295153598, 2486343897]"
295153598,"[2400260766, 627649668]"
435702682,"[5056441170, 2486343897]"
3193292728,"[295163467, 3193292727, 664388731]"
295153602,"[627649668, 441992013]"
4712406671,"[627649677, 627649670]"
1141158238,[370469687]
592312284,"[569108049, 4428753043]"
569108049,"[592312284, 569108053, 569108051]"
569108051,"[569108049, 569108045, 3930023977]"
2409409294,"[567194769, 567194780, 567194775]"
2409409297,"[567194778, 567194774, 434424994]"
2409409302,"[567194786, 567194798, 567194797]"
2409409299,"[367467177, 367467184, 567194794]"
2409409292,"[567190387, 367467169, 367467187]"
2409409298,"[567194783, 567194779, 567194792]"
2409480851,"[2409480852, 2409480853]"
2409480853,"[2409480851, 2410717309, 368193713]"
3219866175,"[3219866174, 295167471]"
2409480850,"[2409480852, 3541774230, 2410717307]"
2409480852,"[2409480850, 2409480851]"
2413668813,"[2409899912, 2643555735]"
1990703612,[1558817303]
1558817275,"[1558817297, 2024754731]"
2410717309,"[2410717307, 4515425973, 2409480853]"
2410717307,"[2409480850, 2410717309, 3541774234]"
295184361,"[2412411349, 2643555761]"
2412411350,"[295184363, 435702679]"
530009077,[623856113]
623856113,[623855968]
2643555735,"[295153715, 2413668813]"
2409899912,[2413668813]
435657251,"[1489428807, 296182568, 469576858]"
469576858,"[435657251, 368193708]"
368193708,"[1672180851, 469576858]"
297106802,"[295168167, 295170187, 297106777, 295168156]"
297106816,"[295168156, 295168164, 295167025, 295169601]"
2643555761,"[295184361, 2643555762]"
435702679,"[2412411350, 654208254]"
435702647,"[2643555760, 440089980]"
295184335,"[654186806, 440089981]"
2415766661,[973485207]
973485207,"[973485208, 973485201]"
2181418732,"[2181418711, 2097131456, 440089971]"
1945574307,"[2263301749, 1945574305, 1834140920]"
2418747223,"[2418747223, 441579457]"
441579456,"[296079413, 441579455]"
348624619,"[348625420, 348625533, 348624639, 2419875056]"
348625533,"[348625429, 348625676, 348625487]"
348625733,"[348625763, 348625487, 3477255715]"
348625389,"[348625429, 348625610, 348625475]"
2420884534,"[345796309, 1278937181, 1278937182]"
1278937182,"[1280200500, 2420884534, 1278937181]"
345794263,"[345796470, 345794252, 345794281]"
345793757,"[345793769, 345793746, 2145354398]"
2420884474,"[345796715, 345794384, 345794395]"
345796715,"[345794531, 345794536, 345794384]"
2097177712,"[1274105062, 345796555, 609756001]"
345794341,"[345794600, 345794293, 345796311]"
345794306,"[345794234, 345794252, 345796394]"
345794296,"[345794293, 345794281, 345796427]"
345793735,"[2420884497, 345793912, 345795380]"
345795380,"[345793735, 4930538848]"
4583268415,"[4583268414, 4583268420, 1530652887, 4241434806]"
4241434806,"[4583647452, 4583268415, 4241434797, 4241434805]"
4241434805,"[345796294, 4583647453, 4241434806]"
2420884469,"[345794600, 345794337]"
345793850,"[345793853, 345793798]"
2422244673,"[1131262570, 295162316, 2422244669]"
2422533963,[345795725]
295191849,"[295191857, 578438485, 295191942, 434786122]"
350562091,[295191841]
1434784980,"[578438485, 1434784987, 1434784985, 434786120]"
1434784983,[1434784985]
2428405395,[2428405391]
2428405391,"[1494348902, 295164399]"
498396050,"[2438813827, 296612918, 302531611]"
2438813827,"[302531611, 2438813742]"
2438813742,"[2438813827, 296612934, 1081270935]"
4618425138,"[2442766419, 508520120, 908449071, 4772753123, 4618425139]"
3663109394,"[302531592, 1084663262]"
2444147351,"[1942540089, 2444147706, 2444146882, 1962477148]"
2444146882,"[2444146884, 2444147351]"
1943107746,[2461277377]
2461277377,"[2444146884, 2444146915]"
1994306333,"[295168125, 295170314]"
845586879,"[295168160, 295168126]"
295168164,"[297106808, 295168236, 295168120, 297106803, 297106816, 295167754]"
295155505,"[295167241, 295194718, 295167578]"
2629569612,"[295167470, 1620870627]"
2454316709,"[2454316713, 946513543, 4061244870]"
1520694682,[1520694646]
1520694646,"[2070427784, 4620336276]"
2456850841,[3172260466]
2476692013,"[2476692015, 295153814]"
295164434,[295164424]
436325698,"[347122928, 1750532180]"
436324417,[300455023]
4520587811,"[4520587811, 529801765, 4716543529, 296596491]"
654190026,[4520587811]
3305894076,"[3305894075, 369610031]"
3305894064,"[3305894063, 3305894065, 2486343863]"
2486343863,"[2486343862, 296631938, 3305894064]"
296631938,"[441987066, 296631934, 2486343861, 2486343863]"
441987066,"[441987074, 296631938, 3305894063]"
3305894063,"[441987066, 3305894062]"
4686037658,"[5062547872, 2486343885]"
5062531049,"[2486343875, 2486343876]"
4113467188,"[2657508189, 2486343696, 510150948, 4106444631]"
2486343874,"[298340662, 2486343873, 2486343875]"
2486343872,"[2486343862, 2486343873, 441992826]"
2486343876,"[5062531049, 4098741474, 347665563, 303247058, 2486343877]"
4098741474,"[4098741473, 2486343877]"
3305894078,"[441992031, 369610031]"
303247058,"[3305894068, 3305894067, 2486343876]"
2486343896,"[2486885338, 2486885341, 627649668]"
369610021,"[2486343885, 2486343882, 3305894071]"
2486343881,"[2486343885, 2486343882, 2486343880]"
2486343882,"[4098741475, 369610021, 2486343886, 2486343881]"
2486343844,"[2486343849, 2486343846]"
510443744,"[2657419827, 295178389, 2486446862]"
2486446862,"[2486343739, 4733996179, 510443744]"
2486448000,"[2486447999, 4106444619, 1603087348]"
2486447999,"[2486448000, 295153533, 2486343714]"
2486343739,"[4733996179, 4481593181, 4716543532, 4106444618, 2486446862]"
4106444618,"[4572732564, 2486343739, 1603087348]"
1812246615,"[2657419827, 2486343770, 1301552843]"
2486343770,"[4733996178, 2486343777, 1812246615]"
2486343788,"[1692425502, 498401063]"
2486885335,"[2486885338, 2486343893]"
2486885338,"[2486343896, 2486885335, 2486885341]"
2486885327,"[5056490819, 2486885330]"
2486885330,"[2486343887, 2486343888, 2486885327]"
295153533,"[2486343696, 2486447999, 2486343714]"
2486343714,"[2486447999, 2491876248]"
4620337493,"[616368675, 2486343829, 296612924, 2486343830, 4620337496]"
2486343830,"[616368675, 2717051624]"
2486343888,"[2486343891, 2486343887]"
2486343891,"[2486885333, 2486343888]"
2486885333,"[2486885335, 2486343891, 2486343893]"
2486885341,"[2486343896, 2486343898]"
2717051624,"[2486343830, 2486343833]"
2486343898,"[2941992308, 2486885341]"
4733996179,"[4733996178, 2486446862]"
4733996178,"[2486343770, 4733996179]"
441579451,"[358337567, 441579458]"
2493507399,[2493507456]
2493507432,"[2493507456, 2493507424, 2493507430]"
2493507456,"[2493507453, 2493507459, 2493507432]"
2493507430,"[2493507424, 2493507453, 2493507432]"
2493507453,"[2493507430, 2493507446, 2493507456]"
2493507417,[2493507457]
2493507424,"[2493507446, 2493507430]"
2493507446,"[2493507424, 2493507459, 2493507457, 2493507453]"
2493814564,"[1163903337, 4404041024, 2493814563, 3343649461]"
4404041024,"[1163903337, 2493814564, 4404041027]"
1163903367,[2493814564]
296602977,"[578069035, 578068989, 578068993, 578068987]"
295178385,"[3517304241, 2992325828, 578068987]"
4045806804,"[296182596, 4806257962, 4461959972]"
4806257962,"[4045806804, 448826460, 344600187]"
296182596,"[343736444, 344600187, 2629443861, 3193918865]"
910651668,[2506051996]
578069049,"[296596488, 578069056]"
2506051996,[910651668]
578069035,"[578069026, 2955420575, 296603015]"
578069040,[296602977]
2888938245,"[414156017, 3218812429]"
2401150646,"[2401150693, 295161766]"
1834140920,"[1945574307, 2263301851]"
2522453449,"[297106827, 2522453467]"
2523355220,"[2523355220, 1943122565, 5065780275]"
2523355219,[2523355220]
2524757271,[1074704998]
1074704998,[1074704726]
2495779548,[2420406578]
2420406578,[3517276140]
609964037,[2542180978]
367416940,"[578520054, 4020555787]"
4241088805,"[4017488384, 1558816891]"
295192268,[295192343]
2117800366,[567077641]
567077641,[567074315]
2555212788,"[1558816916, 4020555787, 367416940]"
4367851411,"[584842205, 584842192]"
627649795,[627649767]
2561446360,"[2561446376, 2122267331, 2122267329]"
975850275,"[975850278, 975850274]"
1367670789,[975850278]
2263301590,"[2263301592, 2263301588, 295190584, 295190519]"
4918090013,"[4918090008, 295163063, 295163053]"
295163063,"[4918097816, 295163071, 4918090013]"
295163071,"[295163079, 295163063]"
2321692494,"[2015220902, 4126827519]"
2581976507,"[566593497, 1224430507, 1241774521]"
2435591527,"[295154956, 2435591547]"
2435591489,"[295154937, 2435591547]"
296670753,[295191684]
1620867979,"[437364861, 295166204]"
2629443861,"[343736444, 945361135]"
1620870627,"[295155504, 2629569612]"
4141146757,[3029279234]
1086209596,"[1237098611, 475041753]"
475041753,"[295155262, 1086209596]"
2636957431,"[3224860070, 1165507397]"
1165507397,"[656169788, 2636957431]"
4481593181,"[2486343739, 2491876248]"
2638771329,"[527972628, 510143612, 2409017517]"
2409017517,"[2410608454, 369747751]"
2410608454,"[4716543532, 2409017517]"
4716543532,"[2486343739, 2410608454]"
1805024473,"[295161592, 3799398526]"
2364334589,"[3218755809, 1811900329]"
1804763618,"[1556900182, 2401150642]"
2401150642,"[295161597, 1804763618]"
672078555,"[1674818928, 672078550, 295171184, 1804201461, 295154997]"
3202997135,"[295154390, 3191304370]"
367450271,"[2401150541, 295154503]"
3204398974,"[656178400, 295154570]"
536691489,"[295154475, 656178400]"
2401150548,"[295154507, 582617112]"
2958488113,"[582617112, 347390256]"
656178400,"[3204398974, 536691489]"
301500600,"[432222097, 441418942, 2702442368, 295154467]"
295154605,"[295154618, 295154507]"
2640898681,"[1187398412, 654205921]"
654205921,"[2640898681, 348300937, 1187398401]"
1187398412,"[2640898681, 1187398401]"
1704405554,"[2640898663, 441418942]"
3191304369,"[295154341, 295154340]"
2640898666,"[582820207, 2640898667]"
2640898664,"[295154504, 295154475, 295154391]"
4195293439,"[295173303, 582820207]"
2640898667,"[2640898666, 567107432]"
2640898665,"[2702442368, 301500599]"
2702442368,"[2640898665, 301500600]"
295154338,"[295154340, 295154391]"
2362746987,"[295161688, 1556856461]"
295161688,"[2400409743, 2362746987]"
2641794287,"[1556894467, 295154997]"
2641794286,"[1911316743, 1556894467]"
3224859643,"[1911316743, 1556894455]"
3195289185,"[295178732, 2643279274]"
657771795,"[1705350711, 348212869]"
1705350711,"[1705350657, 657771795]"
295153626,"[295153634, 295176657]"
295176657,"[5272015424, 295153626]"
295153711,"[3217084952, 295153708]"
295153708,"[295153711, 724113821]"
348212870,"[3278096669, 3217084952]"
3217084952,"[348212870, 295153711]"
3278096669,"[348212870, 2643279270]"
295153634,"[295153626, 724113821]"
724113821,"[295153634, 295153708]"
5272015424,"[295176664, 295176657]"
1558818491,"[295176544, 295176569, 295176178]"
295176544,"[1558818491, 567184610]"
567184610,"[295176544, 4638918824]"
4638918824,"[724113831, 567184610]"
2643279273,"[662869288, 662869223]"
662869223,"[2643279272, 2643279273]"
2643279271,"[3817309269, 2643279272, 2643555745]"
3817309269,"[688737904, 2643555745, 2643279271]"
2643555745,"[3817309269, 688737913]"
2643279272,"[662869223, 2643279271]"
688737913,"[1407085577, 2643555745]"
295176607,"[295176593, 295176591]"
295176593,"[662869288, 295176607]"
662869288,"[295176593, 2643279273]"
724113831,"[4638918824, 295176591]"
295176591,"[724113831, 295176607]"
3204398993,"[1557192710, 2643279275]"
2643279275,"[3204398993, 4377065241]"
4377065241,"[295165560, 2643279275]"
295176101,"[5062673883, 2643555759]"
5062673883,"[295176101, 435702630]"
2643555762,"[654208258, 2643555761]"
654208258,"[2643555762, 302403924]"
2643555748,"[739233359, 2643555747]"
739233359,"[739233342, 2643555748]"
2643555756,"[295756507, 345796276]"
295756507,"[2643555757, 1530652886, 2643555756]"
2643555759,"[295176101, 2643555758]"
295176334,"[295176331, 2643555752]"
2643555752,"[295176334, 348212702]"
295176352,"[1784750142, 348212702]"
2643555764,"[2415766657, 2181418711]"
302403924,"[654208258, 295176191]"
295176192,"[392649412, 2643555763]"
392649412,"[2415766667, 295176192]"
2643555755,"[345796276, 356191398]"
2643555763,"[295176191, 295176192]"
739233342,"[739233359, 2643555749]"
2643555749,"[295176332, 567186364, 739233342]"
295153715,"[2643555735, 295153780]"
295176191,"[2643555763, 302403924]"
2643555747,"[2643555748, 295153678]"
2643555758,"[2643555757, 2643555759]"
295176332,"[2643555751, 567186369]"
2643555751,"[295176332, 295176331]"
435702636,"[435702630, 654186795]"
654186795,"[435702636, 654186807]"
2415766667,"[440089978, 392649412]"
440089978,"[2415766657, 2415766667]"
435702630,"[435702636, 5062673883]"
2643555757,"[295756507, 2643555758]"
2415766657,"[440089978, 2643555764]"
654186807,"[2643555760, 654186795]"
356191398,"[5062673881, 2643555755]"
2643555760,"[654186807, 435702647]"
440089971,"[2181418732, 459650354]"
5062673881,"[2643555754, 356191398]"
295153605,"[739233432, 295153677]"
2643555736,"[295153766, 2643555737]"
2643555737,"[1847895722, 2643555736]"
295153761,"[295153766, 3217084951]"
295153766,"[2643555736, 295153761]"
2643555744,"[2643555746, 688737904, 3817309264]"
3817309264,"[2643555746, 2643555744, 662868057]"
2643555746,"[3817309264, 4638918578]"
295153855,"[3217084951, 295153858]"
3217084951,"[295153855, 295153761]"
2643555750,"[295196951, 295196733]"
295196951,"[4774871172, 295196924, 567183915, 2643555750]"
1847895722,"[1847895728, 2643555737, 3817309244]"
3817309244,"[1847895722, 662868057, 1847895728]"
1847895728,"[688737904, 3817309244]"
295153858,"[295153855, 530009055]"
4663671935,"[348212622, 295176112]"
295176112,"[4663671935, 530009055]"
4638918578,"[2643555746, 295188641]"
662856374,"[578434337, 295163285]"
295184340,"[295185160, 474347865, 654186799]"
295185160,"[474347865, 295185158]"
2643650827,"[2643650823, 2643650829, 973485201]"
2643650823,"[2643650827, 459650373]"
2643650813,"[295185158, 295185155]"
295185155,"[2643650813, 2643650811]"
2643650792,"[2643650794, 2643650790]"
2643650790,"[524540181, 2643650792]"
2181418733,"[302403736, 295184322]"
302403736,"[2181418733, 2643650821]"
2643650811,"[295185155, 295185144]"
2643650797,"[336786282, 295184888]"
336786282,"[348212644, 2643650797]"
2643650829,"[2643650831, 2643650827]"
2643650794,"[348212645, 2643650792]"
295184322,"[295184316, 2181418733]"
412058272,"[302403925, 412058269]"
302403925,"[412058272, 654208257]"
295185158,"[295185160, 2643650813]"
654208257,"[654208254, 302403925]"
2643650809,"[2643650807, 295185144]"
2643650807,"[2643650809, 295185142]"
654186806,"[295184335, 654186799]"
295184888,"[295184886, 2643650797]"
348212644,"[336786282, 348212645]"
654208254,"[654208257, 435702679]"
440089977,"[295176198, 295183843]"
295183843,"[392649416, 440089977]"
295185142,"[5062631275, 2643650807]"
392649416,"[295183843, 412058269]"
295184991,"[348212782, 295184989]"
348212645,"[348212644, 2643650794]"
2941992301,"[2941992308, 973485208]"
2643650821,"[295176198, 302403736]"
295176198,"[2643650821, 440089977]"
412058269,"[392649416, 412058272]"
295184886,"[348212782, 295184888]"
348212782,"[295184886, 295184991]"
654186799,"[654186806, 295184340]"
5062631275,"[337929473, 295185142]"
530187120,"[2513163462, 295185034]"
295185034,"[530187120, 623844371]"
335798910,"[1784750138, 623844367]"
2513163462,"[295185033, 530187120]"
4565190843,"[4565190842, 295168213, 4565190828, 295155272, 295170192]"
2644100920,"[295155272, 295155561]"
4647958272,"[3516753911, 583343626]"
2645187668,"[2644100918, 295170161]"
2644100928,"[297106830, 343614455]"
412408344,"[1055739902, 295155276]"
1620916697,"[297106830, 4647958271]"
583341234,"[343614455, 1644084024]"
1644084024,"[295167028, 707408977, 583341234]"
295167028,"[297713273, 297106831, 4683453572, 1644084024]"
297106815,"[2644100922, 2645187672, 2644100925, 583341237]"
1529741497,"[295155459, 295155403]"
2645187666,"[297713268, 2499658974]"
3219866166,"[295155459, 343743769]"
2715383770,"[343743767, 582632952]"
2645187675,"[295155284, 343743767]"
1620882276,"[539429051, 582632952]"
2645187671,"[295155274, 583342052, 583343626]"
583341237,"[297106815, 4683453571]"
1974040155,"[296178080, 623844935]"
295161718,"[443974173, 480759499]"
295161744,"[297087417, 543651422]"
3198441189,"[339012641, 2645412289]"
295161734,"[543651422, 295168867]"
5087780317,"[1912576303, 1805734912]"
1805734912,"[295154574, 5087780317]"
2645412316,"[1974083164, 1974083204]"
2645412283,"[2645412287, 2271665681]"
4605758303,"[295155880, 994409850]"
2648257961,"[295167187, 297664590, 295170040]"
297702292,"[297108564, 297702290, 297664590, 297702293]"
538392671,"[297328833, 295170032]"
297328833,"[2648257968, 297328832, 1992078688, 538392671, 295167061]"
4373495634,"[1992078676, 1992078692]"
3868818291,"[4605758306, 1992078688]"
2193733769,"[1992078692, 1992078696]"
297328887,"[297702293, 297328888, 297328832, 3868818290]"
4605758335,"[4605758334, 584842150, 4605758170]"
4605758170,"[584842142, 4605758335]"
498456577,"[4071052357, 2648257988, 4071052361]"
4071052361,"[4071052357, 295170033, 498456577]"
412103221,"[412103218, 295167480, 385313969]"
2648258029,"[295167480, 2648258039]"
2648257964,"[295174606, 297328831]"
2648257966,"[295174606, 4373495635]"
